MontoCredito;IngresoNeto;CoefCreditoAvaluo;MontoCuota;GradoAcademico;BuenPagador
35108;2;12;Medio;Bachiller;Si
59385;2;12;Medio;Bachiller;Si
16591;2;12;Medio;Bachiller;Si
12782;2;12;Medio;Bachiller;Si
19852;1;12;Alto;Bachiller;Si
19261;2;12;Medio;Bachiller;Si
13336;2;12;Medio;Bachiller;Si
13925;2;12;Medio;Bachiller;Si
12960;2;12;Medio;Bachiller;Si
15068;2;12;Medio;Bachiller;Si
41201;2;12;Medio;Bachiller;Si
13636;2;12;Medio;Bachiller;Si
14782;2;12;Medio;Bachiller;Si
12076;2;12;Medio;Bachiller;Si
12336;1;12;Medio;Bachiller;Si
17988;2;12;Medio;Bachiller;Si
12726;2;12;Medio;Bachiller;Si
134556;1;12;Medio;Bachiller;Si
15457;2;12;Medio;Bachiller;Si
30108;2;12;Medio;Bachiller;Si
142688;2;12;Medio;Bachiller;Si
10908;2;12;Medio;Bachiller;Si
62860;1;12;Medio;Bachiller;Si
33250;2;12;Medio;Bachiller;Si
45285;2;12;Medio;Bachiller;Si
15969;2;12;Medio;Bachiller;Si
34163;2;12;Medio;Bachiller;Si
17193;2;12;Medio;Bachiller;Si
15693;2;12;Medio;Bachiller;Si
16141;2;12;Medio;Bachiller;Si
33606;1;12;Medio;Bachiller;Si
17244;1;12;Medio;Bachiller;Si
28251;2;12;Medio;Bachiller;Si
16087;2;12;Medio;Bachiller;Si
86371;2;12;Medio;Bachiller;Si
17766;1;12;Medio;Bachiller;Si
18416;2;12;Medio;Bachiller;Si
17892;2;12;Medio;Bachiller;Si
15063;2;12;Medio;Bachiller;Si
97156;1;12;Medio;Bachiller;Si
15200;2;12;Medio;Bachiller;Si
19881;2;12;Medio;Bachiller;Si
19945;2;12;Medio;Bachiller;Si
69535;1;12;Medio;Bachiller;Si
10679;2;12;Medio;Bachiller;Si
11917;2;12;Medio;Bachiller;Si
20029;2;12;Alto;Bachiller;Si
18204;1;12;Alto;Bachiller;Si
11757;1;12;Alto;Bachiller;Si
29354;2;12;Alto;Bachiller;Si
125621;1;12;Alto;Bachiller;Si
142401;2;12;Alto;Bachiller;Si
22832;2;12;Alto;Bachiller;Si
22046;2;12;Alto;Bachiller;Si
125938;2;12;Alto;Bachiller;Si
122104;2;12;Alto;Bachiller;Si
16277;2;12;Alto;Bachiller;Si
19569;1;12;Alto;Bachiller;Si
12764;2;12;Alto;Bachiller;Si
19631;2;12;Alto;Bachiller;Si
18777;2;12;Alto;Bachiller;Si
16267;2;12;Alto;Bachiller;Si
22973;1;12;Alto;Bachiller;Si
13379;1;12;Alto;Bachiller;Si
46556;1;12;Alto;Bachiller;Si
12996;2;12;Alto;Bachiller;Si
11987;2;12;Alto;Bachiller;Si
17740;2;12;Alto;Bachiller;Si
10223;2;12;Alto;Bachiller;Si
28564;2;12;Alto;Bachiller;Si
109327;2;12;Alto;Bachiller;Si
15943;1;11;Alto;Licenciatura;Si
224034;1;1;Alto;Licenciatura;Si
13492;2;11;Alto;Licenciatura;Si
148653;1;11;Alto;Licenciatura;Si
13784;2;7;Alto;Licenciatura;Si
14633;1;11;Alto;Licenciatura;Si
11107;1;11;Alto;Licenciatura;Si
13577;1;11;Alto;Licenciatura;Si
261239;1;12;Alto;Licenciatura;Si
13257;2;11;Alto;Licenciatura;Si
24403;2;5;Alto;Licenciatura;Si
12003;2;4;Alto;Licenciatura;Si
13654;2;6;Alto;Licenciatura;Si
49598;2;11;Alto;Licenciatura;Si
15443;1;11;Alto;Licenciatura;Si
14469;1;11;Alto;Licenciatura;Si
10476;1;11;Alto;Licenciatura;Si
12143;2;5;Alto;Licenciatura;Si
23720;2;12;Alto;Licenciatura;Si
15754;1;12;Alto;Licenciatura;Si
12191;2;11;Alto;Licenciatura;Si
26483;2;12;Alto;Licenciatura;Si
21040;2;5;Alto;Licenciatura;Si
10868;1;11;Alto;Licenciatura;Si
41684;2;11;Alto;Licenciatura;Si
25122;1;11;Alto;Licenciatura;Si
21170;1;4;Alto;Licenciatura;Si
14868;2;11;Alto;Licenciatura;Si
16789;1;11;Alto;Licenciatura;Si
18517;2;11;Alto;Licenciatura;Si
10244;2;11;Alto;Licenciatura;Si
19819;2;11;Alto;Licenciatura;Si
17999;1;11;Alto;Licenciatura;Si
15536;1;11;Alto;Licenciatura;Si
16760;1;11;Alto;Licenciatura;Si
10509;1;5;Alto;Licenciatura;Si
29132;1;11;Alto;Licenciatura;Si
18366;2;11;Alto;Licenciatura;Si
18262;1;5;Alto;Licenciatura;Si
14329;2;6;Alto;Licenciatura;Si
22579;2;5;Alto;Licenciatura;Si
13504;2;11;Alto;Licenciatura;Si
10422;2;11;Alto;Licenciatura;Si
13852;2;11;Alto;Licenciatura;Si
108434;1;4;Alto;Licenciatura;Si
11598;1;11;Alto;Licenciatura;Si
19053;2;11;Alto;Licenciatura;Si
16376;2;11;Alto;Licenciatura;Si
17341;1;11;Alto;Licenciatura;Si
18315;1;11;Alto;Licenciatura;Si
19172;1;11;Alto;Licenciatura;Si
16761;1;11;Alto;Licenciatura;Si
274224;1;1;Alto;Licenciatura;Si
15998;1;11;Alto;Licenciatura;Si
11669;1;11;Alto;Licenciatura;Si
19875;2;11;Alto;Licenciatura;Si
19381;1;11;Alto;Licenciatura;Si
26934;1;11;Alto;Licenciatura;Si
13733;2;12;Alto;Licenciatura;Si
38185;2;11;Alto;Licenciatura;Si
40644;2;12;Alto;Licenciatura;Si
13316;2;12;Alto;Bachiller;Si
16469;1;12;Alto;Bachiller;Si
15747;2;12;Alto;Bachiller;Si
16331;1;12;Alto;Bachiller;Si
27503;2;12;Alto;Bachiller;Si
12873;2;12;Alto;Bachiller;Si
13789;1;11;Alto;Licenciatura;Si
10412;1;11;Alto;Licenciatura;Si
14940;1;11;Alto;Licenciatura;Si
14269;1;11;Alto;Licenciatura;Si
16257;2;11;Alto;Licenciatura;Si
28399;2;11;Alto;Licenciatura;Si
61436;1;11;Alto;Licenciatura;Si
44875;2;11;Alto;Licenciatura;Si
14160;2;1;Alto;Licenciatura;Si
19187;2;11;Bajo;Licenciatura;No
48676;2;11;Bajo;Licenciatura;No
36125;2;11;Alto;Licenciatura;No
11918;2;11;Alto;Licenciatura;No
12508;2;12;MuyBajo;Bachiller;No
15923;2;11;MuyBajo;Licenciatura;No
18721;2;11;MuyBajo;Licenciatura;No
15490;2;6;Bajo;Licenciatura;No
120530;1;12;Alto;Licenciatura;No
95259;1;12;Alto;Licenciatura;No
78587;1;12;Alto;Licenciatura;No
91911;1;12;Alto;Licenciatura;No
149481;1;11;Alto;Licenciatura;No
16516;1;12;Bajo;Bachiller;No
15679;1;11;Bajo;Licenciatura;No
48680;1;12;Bajo;Bachiller;No
15383;1;11;Bajo;Licenciatura;No
240317;1;12;Bajo;Bachiller;No
259182;1;11;Medio;Licenciatura;No
211404;1;11;Medio;Licenciatura;No
19768;2;11;Bajo;Licenciatura;No
10304;2;11;Bajo;Licenciatura;No
11289;2;11;Bajo;Licenciatura;No
17091;2;11;Bajo;Licenciatura;No
72013;2;12;Bajo;Bachiller;No
17827;2;12;Bajo;Bachiller;No
15960;2;12;Bajo;Bachiller;No
11390;2;6;Medio;Licenciatura;No
15400;2;12;Medio;Bachiller;No
20922;2;12;Medio;Bachiller;No
128104;1;12;Medio;Licenciatura;No
92320;1;1;Bajo;Bachiller;No
146269;1;11;Medio;Bachiller;No
92890;1;12;Alto;Licenciatura;No
102592;1;12;Alto;Licenciatura;No
96112;2;11;Bajo;Bachiller;No
20317;2;11;Bajo;Bachiller;No
70724;2;11;MuyBajo;Bachiller;No
95729;2;11;Bajo;Bachiller;No
270234;1;11;Medio;Bachiller;No
32500;1;11;Medio;Bachiller;No
109105;1;11;Medio;Bachiller;No
262505;1;11;Medio;Bachiller;No
111904;1;11;Alto;Licenciatura;No
45122;1;11;Medio;Bachiller;No
21421;1;1;Medio;Bachiller;No
61342;2;12;Bajo;Bachiller;No
107587;2;12;Bajo;Bachiller;No
44049;1;11;Medio;Bachiller;No
15969;1;1;Bajo;Bachiller;No
35020;1;4;Medio;Bachiller;No
37627;1;4;Medio;Bachiller;No
138580;1;1;Medio;Bachiller;No
45817;1;4;Medio;Bachiller;No
196941;1;1;Medio;Bachiller;No
18683;1;1;Medio;Bachiller;No
96659;2;11;Alto;Licenciatura;No
14249;2;7;Medio;Licenciatura;No
115593;1;11;Medio;Bachiller;No
16191;1;11;Medio;Bachiller;No
69455;2;11;Medio;Bachiller;No
96637;2;4;Bajo;Bachiller;No
115666;2;4;Bajo;Bachiller;No
19897;2;11;Bajo;Bachiller;No
19361;2;11;Medio;Bachiller;No
15300;2;6;Alto;Bachiller;No
14568;2;6;Medio;Bachiller;No
37028;2;12;Bajo;Bachiller;No
50772;1;12;Medio;Licenciatura;No
53788;1;12;Medio;Licenciatura;No
92983;1;12;Medio;Licenciatura;No
65674;1;12;Medio;Licenciatura;No
128487;1;12;Medio;Licenciatura;No
93642;1;12;Medio;Licenciatura;No
105224;1;12;Medio;Licenciatura;No
98792;1;11;Medio;Bachiller;No
196636;1;1;MuyBajo;Bachiller;No
110850;2;11;Medio;Bachiller;No
294735;2;11;Bajo;Bachiller;No
141255;2;11;Bajo;Bachiller;No
37868;2;5;Medio;Bachiller;No
13647;2;11;Medio;Bachiller;No
37784;2;6;Medio;Bachiller;No
27348;2;11;Medio;Bachiller;No
63316;2;11;Medio;Bachiller;No
123772;2;11;Alto;Bachiller;No
21449;2;11;Alto;Bachiller;No
12325;1;11;Bajo;Bachiller;No
16229;2;6;Bajo;Bachiller;No
12090;2;6;Medio;Bachiller;No
17511;2;6;Medio;Bachiller;No
97084;2;12;Medio;Bachiller;No
43770;2;12;Medio;Bachiller;No
29427;2;12;Medio;Bachiller;No
13750;1;11;Medio;Bachiller;No
40196;1;11;Medio;Bachiller;No
33252;2;6;Medio;Bachiller;No
18863;1;11;Medio;Bachiller;No
40170;1;12;Medio;Licenciatura;No
43780;1;12;Medio;Licenciatura;No
35757;1;12;Medio;Licenciatura;No
45726;1;12;Medio;Licenciatura;No
48717;1;12;Medio;Licenciatura;No
39628;1;12;Medio;Licenciatura;No
14987;2;5;Medio;Bachiller;No
19710;2;6;Medio;Bachiller;No
10208;2;6;Medio;Bachiller;No
22664;1;12;Alto;Licenciatura;No
40019;1;12;Alto;Licenciatura;No
49522;1;12;Alto;Licenciatura;No
44745;1;12;Alto;Licenciatura;No
23477;1;12;Alto;Licenciatura;No
41388;1;12;Alto;Licenciatura;No
24962;1;12;Alto;Licenciatura;No
38237;1;12;Alto;Licenciatura;No
26841;1;12;Alto;Licenciatura;No
24791;1;12;Alto;Licenciatura;No
28180;1;12;Alto;Licenciatura;No
43355;1;12;Alto;Licenciatura;No
42735;1;12;Alto;Licenciatura;No
40638;1;12;Alto;Licenciatura;No
31211;1;12;Alto;Licenciatura;No
67357;1;11;Alto;Bachiller;No
24329;1;11;Alto;Bachiller;No
25651;1;11;Alto;Bachiller;No
13626;1;11;Alto;Bachiller;No
14277;1;11;Alto;Bachiller;No
14664;1;11;Alto;Bachiller;No
19508;1;11;Alto;Bachiller;No
35543;1;11;Bajo;Bachiller;No
19381;2;6;Bajo;Bachiller;No
11344;1;11;Bajo;Bachiller;No
98979;1;11;Bajo;Bachiller;No
76229;1;11;Bajo;Bachiller;No
11184;2;11;Medio;Bachiller;No
21350;2;6;Medio;Bachiller;No
18355;2;6;Medio;Bachiller;No
84832;1;11;Medio;Bachiller;No
15148;2;6;Medio;Bachiller;No
41785;2;6;Medio;Bachiller;No
46667;2;6;Medio;Bachiller;No
11437;1;11;Medio;Bachiller;No
17869;1;11;Medio;Bachiller;No
16205;1;11;Medio;Bachiller;No
39120;1;11;Alto;Bachiller;No
147427;1;11;Alto;Bachiller;No
44468;1;11;Alto;Bachiller;No
16520;1;11;Alto;Bachiller;No
94714;1;11;Alto;Bachiller;No
57083;1;11;Alto;Bachiller;No
10648;1;11;Alto;Bachiller;No
13800;1;11;Alto;Bachiller;No
19913;1;11;Alto;Bachiller;No
14522;1;11;Alto;Bachiller;No
11064;1;11;Alto;Bachiller;No
14607;1;11;Alto;Bachiller;No
16382;1;11;Alto;Bachiller;No
109390;1;11;Alto;Bachiller;No
145065;1;11;Alto;Bachiller;No
23487;1;11;Alto;Bachiller;No
20559;1;11;Alto;Bachiller;No
34151;1;11;Alto;Bachiller;No
17928;1;11;MuyBajo;Bachiller;No
12908;1;11;Medio;Bachiller;No
15095;1;11;Alto;Bachiller;No
14622;1;11;Alto;Bachiller;No
122519;2;4;MuyBajo;Bachiller;No
11558;2;11;Medio;Bachiller;No
197221;2;11;Medio;Bachiller;No
85980;1;12;Alto;Licenciatura;No
132399;2;11;Bajo;Bachiller;No
205950;1;12;Bajo;Bachiller;No
15832;1;11;Medio;Licenciatura;No
224356;1;11;Medio;Bachiller;No
78726;2;11;Medio;Bachiller;No
148477;2;11;Alto;Bachiller;No
17378;2;11;Bajo;Bachiller;No
30862;2;11;Medio;Bachiller;No
78284;2;11;Medio;Bachiller;No
49811;1;11;Medio;Bachiller;No
12090;1;7;Medio;Licenciatura;No
28637;2;11;Alto;Bachiller;No
29868;2;7;MuyBajo;Bachiller;No
198826;2;11;Bajo;Licenciatura;No
139215;2;11;Bajo;Licenciatura;No
240506;2;11;Bajo;Licenciatura;No
149626;2;11;Bajo;Licenciatura;No
149324;2;5;Alto;Bachiller;No
14621;1;12;Alto;Bachiller;No
14417;1;11;Alto;Bachiller;No
11897;2;11;Alto;Bachiller;No
13176;2;11;Alto;Bachiller;No
14239;2;5;MuyBajo;Bachiller;No
12277;2;11;Bajo;Bachiller;No
82503;2;5;Bajo;Bachiller;No
33939;2;5;Bajo;Bachiller;No
18108;1;11;Medio;Bachiller;No
14249;1;11;Medio;Bachiller;No
14070;1;11;Medio;Bachiller;No
19560;1;11;Medio;Bachiller;No
12474;1;11;Medio;Bachiller;No
19233;1;11;Medio;Bachiller;No
10000;1;11;Medio;Bachiller;No
14647;1;11;Medio;Bachiller;No
12073;1;11;Medio;Bachiller;No
10260;1;11;Medio;Bachiller;No
16708;1;11;Medio;Bachiller;No
12237;1;11;Medio;Bachiller;No
13888;1;11;Medio;Bachiller;No
19591;1;11;Medio;Bachiller;No
14410;1;11;Medio;Bachiller;No
108445;1;11;Bajo;Licenciatura;No
104506;1;4;Bajo;Licenciatura;No
64627;1;4;Bajo;Licenciatura;No
103877;1;4;Medio;Licenciatura;No
44400;1;12;MuyBajo;Bachiller;No
108006;1;11;Medio;Bachiller;No
11140;2;11;Alto;Bachiller;No
16001;2;6;Medio;Bachiller;No
12699;2;6;Medio;Bachiller;No
18227;2;6;Medio;Bachiller;No
15929;2;12;Medio;Bachiller;No
21538;2;1;Medio;Bachiller;No
13624;1;11;Medio;Bachiller;No
25212;2;6;Medio;Bachiller;No
62874;1;11;Alto;Bachiller;No
20927;1;11;Alto;Bachiller;No
16089;1;11;Alto;Bachiller;No
12402;1;11;Alto;Bachiller;No
18602;1;11;Alto;Bachiller;No
13295;1;11;Alto;Bachiller;No
15195;1;11;Alto;Bachiller;No
12320;2;1;Alto;Bachiller;No
34264;1;11;Alto;Bachiller;No
13736;1;11;MuyBajo;Bachiller;No
29363;1;11;MuyBajo;Bachiller;No
11156;1;11;MuyBajo;Bachiller;No
36356;1;11;Bajo;Bachiller;No
21572;1;11;Medio;Bachiller;No
10813;1;11;Medio;Bachiller;No
17565;1;11;Alto;Bachiller;No
15599;1;12;Alto;Licenciatura;No
13537;1;12;Alto;Licenciatura;No
15061;1;12;MuyBajo;Licenciatura;No
75178;1;12;MuyBajo;Licenciatura;No
53965;1;12;MuyBajo;Licenciatura;No
283604;1;12;MuyBajo;Licenciatura;No
91310;1;12;MuyBajo;Licenciatura;No
96339;1;10;Alto;Licenciatura;No
35173;1;4;Bajo;Licenciatura;No
21117;1;4;Bajo;Licenciatura;No
38877;1;4;Bajo;Licenciatura;No
146029;1;11;Bajo;Bachiller;No
119788;1;11;Bajo;Bachiller;No
130680;1;11;Medio;Bachiller;No
33111;1;12;Medio;Bachiller;No
43123;1;4;Bajo;Licenciatura;No
41797;1;4;Bajo;Licenciatura;No
94196;1;8;Bajo;Licenciatura;No
78544;1;8;Bajo;Licenciatura;No
136977;1;11;Bajo;Licenciatura;No
103895;1;11;Bajo;Licenciatura;No
116986;1;11;Bajo;Licenciatura;No
101743;1;8;Bajo;Licenciatura;No
121811;2;12;Medio;Bachiller;No
125227;2;11;Medio;Bachiller;No
108643;2;11;Medio;Bachiller;No
125354;1;11;Medio;Bachiller;No
44550;2;11;Alto;Bachiller;No
59176;1;4;Medio;Bachiller;No
83663;1;11;Medio;Bachiller;No
134449;1;4;Medio;Bachiller;No
286583;1;1;Medio;Bachiller;No
37636;1;4;Medio;Bachiller;No
34412;1;4;Medio;Bachiller;No
118436;1;12;Bajo;Licenciatura;No
32268;1;4;Bajo;Bachiller;No
64033;1;12;Medio;Licenciatura;No
99790;1;12;Bajo;Bachiller;No
53970;1;12;Bajo;Bachiller;No
79698;1;12;Bajo;Bachiller;No
123688;1;9;Medio;Licenciatura;No
149981;1;9;Medio;Licenciatura;No
127670;1;9;Medio;Licenciatura;No
69127;1;9;Medio;Licenciatura;No
127682;1;9;Medio;Licenciatura;No
83640;1;9;Medio;Licenciatura;No
111883;1;9;Medio;Licenciatura;No
114581;1;9;Medio;Licenciatura;No
69816;1;9;Medio;Licenciatura;No
93603;1;9;Medio;Licenciatura;No
55410;1;9;Medio;Licenciatura;No
115095;1;9;Medio;Licenciatura;No
115350;1;9;Medio;Licenciatura;No
126849;1;9;Medio;Licenciatura;No
137716;1;9;Medio;Licenciatura;No
128742;1;9;Medio;Licenciatura;No
19385;1;10;Medio;Licenciatura;No
116857;2;5;Medio;Bachiller;No
103612;2;5;Medio;Bachiller;No
118324;2;5;Medio;Bachiller;No
92584;2;5;Medio;Bachiller;No
11483;2;11;Medio;Bachiller;No
30690;2;11;Medio;Bachiller;No
159418;1;11;Medio;Bachiller;No
16038;2;11;MuyBajo;Bachiller;No
133731;2;11;Bajo;Bachiller;No
26470;1;4;Bajo;Licenciatura;No
14200;2;5;Alto;Bachiller;No
14900;2;5;Alto;Bachiller;No
18119;2;5;Alto;Bachiller;No
11853;1;4;Bajo;Bachiller;No
134944;1;11;Alto;Licenciatura;No
102915;1;11;Alto;Licenciatura;No
13431;2;6;Alto;Licenciatura;No
68900;2;12;Medio;Licenciatura;No
235457;2;12;Medio;Licenciatura;No
178516;2;12;Medio;Licenciatura;No
222303;2;12;Medio;Licenciatura;No
12244;1;12;Bajo;Bachiller;No
287668;1;12;Bajo;Bachiller;No
112932;1;12;Bajo;Bachiller;No
133662;2;11;Medio;Bachiller;No
10665;2;7;Medio;Bachiller;No
93814;2;11;Medio;Bachiller;No
134833;1;11;Alto;Bachiller;No
36535;2;12;Bajo;Licenciatura;No
46086;1;12;MuyBajo;Licenciatura;No
152139;2;8;MuyBajo;Licenciatura;No
117648;2;8;MuyBajo;Licenciatura;No
32537;1;10;Bajo;Bachiller;No
101195;1;4;MuyBajo;Licenciatura;No
109055;1;4;MuyBajo;Licenciatura;No
228974;1;4;MuyBajo;Licenciatura;No
210912;1;4;MuyBajo;Licenciatura;No
153925;1;4;MuyBajo;Licenciatura;No
251540;1;4;MuyBajo;Licenciatura;No
247773;1;4;MuyBajo;Licenciatura;No
224064;1;4;MuyBajo;Licenciatura;No
222169;1;4;MuyBajo;Licenciatura;No
106285;1;4;MuyBajo;Licenciatura;No
110906;1;4;MuyBajo;Licenciatura;No
94466;1;11;MuyBajo;Licenciatura;No
87336;1;11;MuyBajo;Licenciatura;No
160766;1;4;MuyBajo;Licenciatura;No
148111;1;9;Medio;Licenciatura;No
136522;1;9;Medio;Licenciatura;No
119944;1;9;Medio;Licenciatura;No
275714;1;9;Medio;Licenciatura;No
96042;1;9;Medio;Licenciatura;No
100522;1;9;Medio;Licenciatura;No
20160;2;11;Bajo;Licenciatura;No
170297;2;12;Bajo;Licenciatura;No
239863;2;11;Alto;Licenciatura;No
193134;2;11;Alto;Licenciatura;No
273138;2;11;Medio;Licenciatura;No
275798;2;11;Medio;Licenciatura;No
118427;1;12;Medio;Licenciatura;No
109126;1;12;Alto;Licenciatura;No
24109;1;11;MuyBajo;Licenciatura;No
11473;1;1;MuyBajo;Bachiller;Si
16950;1;1;MuyBajo;Bachiller;Si
130954;1;1;MuyBajo;Bachiller;Si
219737;1;1;MuyBajo;Bachiller;Si
157023;1;1;MuyBajo;Bachiller;Si
14078;1;1;MuyBajo;Bachiller;Si
22834;1;1;MuyBajo;Bachiller;Si
13676;1;1;MuyBajo;Bachiller;Si
18274;1;1;MuyBajo;Bachiller;Si
88285;2;1;MuyBajo;Bachiller;Si
16002;1;1;MuyBajo;Bachiller;Si
13432;2;1;MuyBajo;Bachiller;Si
28333;1;1;MuyBajo;Bachiller;Si
19246;2;1;MuyBajo;Bachiller;Si
133454;1;1;MuyBajo;Bachiller;Si
28088;1;1;MuyBajo;Bachiller;Si
110718;1;1;MuyBajo;Bachiller;Si
15535;2;1;MuyBajo;Bachiller;Si
22113;1;1;MuyBajo;Bachiller;Si
48023;1;1;MuyBajo;Bachiller;Si
37653;1;1;MuyBajo;Bachiller;Si
31242;1;1;MuyBajo;Bachiller;Si
18288;2;1;MuyBajo;Bachiller;Si
138416;1;1;MuyBajo;Bachiller;Si
96888;1;1;MuyBajo;Bachiller;Si
115471;1;1;MuyBajo;Bachiller;Si
140832;1;1;MuyBajo;Bachiller;Si
46166;2;1;MuyBajo;Bachiller;Si
149531;2;1;MuyBajo;Bachiller;Si
106555;1;1;MuyBajo;Bachiller;Si
13189;2;1;MuyBajo;Bachiller;Si
49818;1;1;MuyBajo;Bachiller;Si
12119;1;1;MuyBajo;Bachiller;Si
17153;1;1;MuyBajo;Bachiller;Si
10396;2;1;MuyBajo;Bachiller;Si
11555;1;1;MuyBajo;Bachiller;Si
39228;1;1;MuyBajo;Bachiller;Si
44478;1;1;MuyBajo;Bachiller;Si
24282;1;1;MuyBajo;Bachiller;Si
23136;2;1;MuyBajo;Bachiller;Si
19566;1;1;MuyBajo;Bachiller;Si
91845;1;1;MuyBajo;Bachiller;Si
108583;1;12;MuyBajo;Bachiller;Si
46220;2;12;MuyBajo;Bachiller;Si
11879;1;12;Bajo;Bachiller;Si
15797;2;12;MuyBajo;Bachiller;Si
24259;1;12;MuyBajo;Bachiller;Si
47517;1;12;MuyBajo;Bachiller;Si
23632;2;12;MuyBajo;Bachiller;Si
17130;2;12;MuyBajo;Bachiller;Si
24599;1;12;Bajo;Bachiller;Si
74280;1;12;MuyBajo;Bachiller;Si
12120;2;12;MuyBajo;Bachiller;Si
19169;2;12;MuyBajo;Bachiller;Si
17755;2;12;MuyBajo;Bachiller;Si
20556;2;12;MuyBajo;Bachiller;Si
14983;2;12;MuyBajo;Bachiller;Si
12320;1;12;MuyBajo;Bachiller;Si
44935;1;12;MuyBajo;Licenciatura;Si
36320;1;12;MuyBajo;Licenciatura;Si
13729;1;12;MuyBajo;Licenciatura;Si
33710;2;11;MuyBajo;Licenciatura;Si
282592;1;9;MuyBajo;Licenciatura;Si
15368;2;11;MuyBajo;Licenciatura;Si
10744;2;11;MuyBajo;Licenciatura;Si
17532;1;11;MuyBajo;Licenciatura;Si
201700;2;11;MuyBajo;Licenciatura;Si
71395;2;12;MuyBajo;Licenciatura;Si
51658;1;9;MuyBajo;Licenciatura;Si
14204;2;11;MuyBajo;Licenciatura;Si
18870;2;12;MuyBajo;Bachiller;Si
11349;1;12;MuyBajo;Bachiller;Si
15829;1;12;MuyBajo;Bachiller;Si
12587;1;12;Bajo;Bachiller;Si
16469;1;12;MuyBajo;Bachiller;Si
12560;1;12;MuyBajo;Bachiller;Si
16197;1;12;MuyBajo;Bachiller;Si
120533;2;12;MuyBajo;Bachiller;Si
22523;2;12;MuyBajo;Bachiller;Si
35410;1;12;MuyBajo;Bachiller;Si
16669;2;12;MuyBajo;Bachiller;Si
28266;1;12;MuyBajo;Bachiller;Si
32169;1;12;Bajo;Bachiller;Si
17612;2;12;MuyBajo;Bachiller;Si
17748;1;12;MuyBajo;Bachiller;Si
37386;2;11;MuyBajo;Licenciatura;Si
18829;2;11;MuyBajo;Licenciatura;Si
28950;2;12;MuyBajo;Licenciatura;Si
36752;2;11;MuyBajo;Licenciatura;Si
20360;2;11;MuyBajo;Licenciatura;Si
19665;2;12;MuyBajo;Licenciatura;Si
89685;1;12;MuyBajo;Licenciatura;Si
18936;2;11;MuyBajo;Licenciatura;Si
29384;2;11;MuyBajo;Licenciatura;Si
36782;1;3;MuyBajo;Licenciatura;Si
10897;1;11;MuyBajo;Licenciatura;Si
10047;2;12;MuyBajo;Bachiller;Si
38871;1;12;MuyBajo;Bachiller;Si
16487;2;12;MuyBajo;Bachiller;Si
19393;1;12;Medio;Bachiller;Si
106554;2;12;MuyBajo;Bachiller;Si
37349;1;12;MuyBajo;Bachiller;Si
35710;1;12;MuyBajo;Bachiller;Si
16242;1;12;MuyBajo;Bachiller;Si
19828;2;12;MuyBajo;Bachiller;Si
109738;2;12;MuyBajo;Bachiller;Si
65985;1;12;MuyBajo;Bachiller;Si
43260;2;12;MuyBajo;Bachiller;Si
120664;1;12;MuyBajo;Bachiller;Si
12889;1;12;MuyBajo;Bachiller;Si
12015;2;12;MuyBajo;Bachiller;Si
34939;1;12;MuyBajo;Bachiller;Si
13725;2;12;MuyBajo;Bachiller;Si
19823;2;12;MuyBajo;Bachiller;Si
19629;1;12;MuyBajo;Bachiller;Si
17578;1;11;Bajo;Licenciatura;Si
81316;1;11;Bajo;Licenciatura;Si
132879;2;12;Bajo;Licenciatura;Si
14881;1;11;Bajo;Licenciatura;Si
46799;2;11;Bajo;Licenciatura;Si
12936;1;3;Bajo;Licenciatura;Si
10014;2;12;Bajo;Licenciatura;Si
18584;2;11;Bajo;Licenciatura;Si
25647;2;12;MuyBajo;Bachiller;Si
38948;1;12;Bajo;Bachiller;Si
34315;2;12;MuyBajo;Bachiller;Si
16453;2;12;MuyBajo;Bachiller;Si
11917;1;12;MuyBajo;Bachiller;Si
12759;2;12;MuyBajo;Bachiller;Si
32682;2;12;MuyBajo;Bachiller;Si
145222;1;12;MuyBajo;Bachiller;Si
16166;2;12;Bajo;Bachiller;Si
15427;2;12;Bajo;Bachiller;Si
13345;2;12;Bajo;Bachiller;Si
14386;2;12;Bajo;Bachiller;Si
76703;1;12;Bajo;Bachiller;Si
23052;2;12;Bajo;Bachiller;Si
19866;2;12;Bajo;Bachiller;Si
21942;2;11;Bajo;Licenciatura;Si
19814;2;7;Bajo;Licenciatura;Si
10043;2;11;Bajo;Licenciatura;Si
39742;2;11;Bajo;Licenciatura;Si
10496;2;11;Bajo;Licenciatura;Si
15936;1;11;Bajo;Licenciatura;Si
37186;2;11;Bajo;Licenciatura;Si
79206;2;2;Bajo;Licenciatura;Si
101526;1;11;Bajo;Licenciatura;Si
11752;1;11;Bajo;Licenciatura;Si
11559;2;12;Bajo;Licenciatura;Si
13512;2;11;Bajo;Licenciatura;Si
39591;1;12;Bajo;Licenciatura;Si
63316;1;11;Bajo;Licenciatura;Si
15120;2;7;Bajo;Licenciatura;Si
16900;1;11;Bajo;Licenciatura;Si
20741;1;1;Bajo;Licenciatura;Si
10444;2;11;Bajo;Licenciatura;Si
16916;1;12;Bajo;Licenciatura;Si
17403;2;11;Bajo;Licenciatura;Si
11914;2;12;Bajo;Licenciatura;Si
19845;1;12;Medio;Bachiller;Si
54523;2;12;Bajo;Bachiller;Si
23058;2;12;Bajo;Bachiller;Si
44172;2;12;Bajo;Bachiller;Si
11056;2;12;Bajo;Bachiller;Si
46713;2;12;Bajo;Bachiller;Si
